temp,pres,hum,red,green,blue,clear,yaw,pitch,roll,mag_x,mag_y,mag_z,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,datetime
34.05964241376678,993.4368143170744,30.696134373459557,0.0,0.0,0.0,0.0,11.263406451133452,359.89418304385293,69.0117474044847,70.243242816257904,12.239328159722554,13.172527992644886,0.01906373187822699,0.0341238925364363,0.011883785884964972,0.002165999531960941,0.0023385560742356626,-0.0018406052129386753,2025-02-10 18:37:27.678000
33.92596700450722,993.4441077661342,29.883093029808023,0.0,0.0,0.0,0.0,8.786578135186476,359.89126278733534,67.00525367564715,70.51159458910312,11.720198729710134,12.45101920645595,0.0185439996421337,0.03415643117203705,0.014636432480061027,0.000712605001806957,0.0040439670772206004,-0.0007652174628534592,2025-02-10 18:37:57.846000
34.26239013671875,993.4424370111916,29.770831604112274,0.0,0.0,0.0,0.0,9.097668186374857,359.8880224452468,69.66627002032828,70.42478149005822,11.442194285399053,11.604647847794014,0.018841971431694648,0.0329342531922919,0.011757352407730428,0.0020041264575023933,0.0020495527123501923,-0.0027391614462321827,2025-02-10 18:38:27.996000
34.50323695142257,993.4282251887388,30.19863624198869,0.0,0.0,0.0,0.0,7.119979487191623,359.88775655406636,68.77953617512203,70.571573990482165,11.448060180707875,10.467648970904198,0.01822341641599533,0.03429713951528848,0.013887814717433045,0.0018440889060288741,0.0023315087369945825,-0.0004280453147560793,2025-02-10 18:38:58.189000
34.50323695142257,993.4282251887388,30.19863624198869,0.0,0.0,0.0,0.0,7.119979487191623,359.88775655406636,68.77953617512203,70.571573990482165,11.448060180707875,10.467648970904198,0.01822341641599533,0.03429713951528848,0.013887814717433045,0.0018440889060288741,0.0023315087369945825,-0.0004280453147560793,2025-02-10 18:38:58.189000
34.50323695142257,993.4282251887388,30.19863624198869,0.0,0.0,0.0,0.0,7.119979487191623,359.88775655406636,68.77953617512203,70.571573990482165,11.448060180707875,10.467648970904198,0.01822341641599533,0.03429713951528848,0.013887814717433045,0.0018440889060288741,0.0023315087369945825,-0.0004280453147560793,2025-02-10 18:38:58.189000
34.50323695142257,993.4282251887388,30.19863624198869,0.0,0.0,0.0,0.0,7.119979487191623,359.88775655406636,68.77953617512203,70.571573990482165,11.448060180707875,10.467648970904198,0.01822341641599533,0.03429713951528848,0.013887814717433045,0.0018440889060288741,0.0023315087369945825,-0.0004280453147560793,2025-02-10 18:38:58.189000
34.50323695142257,993.4282251887388,30.19863624198869,0.0,0.0,0.0,0.0,7.119979487191623,359.88775655406636,68.77953617512203,70.571573990482165,11.448060180707875,10.467648970904198,0.01822341641599533,0.03429713951528848,0.013887814717433045,0.0018440889060288741,0.0023315087369945825,-0.0004280453147560793,2025-02-10 18:38:58.189000
34.05964241376678,993.4368143170744,30.696134373459557,0.0,0.0,0.0,0.0,11.263406451133452,359.89418304385293,69.0117474044847,70.243242816257904,12.239328159722554,13.172527992644886,0.01906373187822699,0.0341238925364363,0.011883785884964972,0.002165999531960941,0.0023385560742356626,-0.0018406052129386753,2025-02-10 18:37:27.678000
33.92596700450722,993.4441077661342,29.883093029808023,0.0,0.0,0.0,0.0,8.786578135186476,359.89126278733534,67.00525367564715,70.51159458910312,11.720198729710134,12.45101920645595,0.0185439996421337,0.03415643117203705,0.014636432480061027,0.000712605001806957,0.0040439670772206004,-0.0007652174628534592,2025-02-10 18:37:57.846000
34.26239013671875,993.4424370111916,29.770831604112274,0.0,0.0,0.0,0.0,9.097668186374857,359.8880224452468,69.66627002032828,70.42478149005822,11.442194285399053,11.604647847794014,0.018841971431694648,0.0329342531922919,0.011757352407730428,0.0020041264575023933,0.0020495527123501923,-0.0027391614462321827,2025-02-10 18:38:27.996000
34.50323695142257,993.4282251887388,30.19863624198869,0.0,0.0,0.0,0.0,7.119979487191623,359.88775655406636,68.77953617512203,70.571573990482165,11.448060180707875,10.467648970904198,0.01822341641599533,0.03429713951528848,0.013887814717433045,0.0018440889060288741,0.0023315087369945825,-0.0004280453147560793,2025-02-10 18:38:58.189000
34.50323695142257,993.4282251887388,30.19863624198869,0.0,0.0,0.0,0.0,7.119979487191623,359.88775655406636,68.77953617512203,70.571573990482165,11.448060180707875,10.467648970904198,0.01822341641599533,0.03429713951528848,0.013887814717433045,0.0018440889060288741,0.0023315087369945825,-0.0004280453147560793,2025-02-10 18:38:58.189000
34.50323695142257,993.4282251887388,30.19863624198869,0.0,0.0,0.0,0.0,7.119979487191623,359.88775655406636,68.77953617512203,70.571573990482165,11.448060180707875,10.467648970904198,0.01822341641599533,0.03429713951528848,0.013887814717433045,0.0018440889060288741,0.0023315087369945825,-0.0004280453147560793,2025-02-10 18:38:58.189000
34.50323695142257,993.4282251887388,30.19863624198869,0.0,0.0,0.0,0.0,7.119979487191623,359.88775655406636,68.77953617512203,70.571573990482165,11.448060180707875,10.467648970904198,0.01822341641599533,0.03429713951528848,0.013887814717433045,0.0018440889060288741,0.0023315087369945825,-0.0004280453147560793,2025-02-10 18:38:58.189000


