filtered_x,by_gse,bz_gse,minutes,Magnitude,raw_predictions,Threshold_Column
3.506758689880371,-5.824496746063232,-0.9806931614875792,0.0,6.869052185777975,0,0
7.073617458343506,-12.86971950531006,-1.8630799055099487,0.5,14.803270274728325,0,0
7.982725620269775,-15.114402770996094,-2.3631999492645264,1.0,17.25554384690931,1,1
8.10710334777832,-15.66782569885254,-3.1485631465911865,1.5,17.919802920491474,1,1
7.696474552154541,-15.963910102844238,-3.749478340148926,2.0,18.114655230693756,1,1
7.003779888153076,-16.179655075073242,-4.902891635894775,2.5,18.299522328830548,1,1
