temperature,pressure,humidity,mag_x,mag_y,mag_z,datetime
40.23653030395508,1009.4501953125,24.555185317993164,6.0333662033081055,-10.967126846313477,-1.4329249858856201,2025-05-01 14:26:24.452123
40.3787727355957,1009.502685546875,23.511859893798828,7.842886924743652,-14.590420722961426,-2.4141287803649902,2025-05-01 14:26:54.613864
40.503231048583984,1009.48486328125,25.901412963867188,8.073067665100098,-15.631819725036621,-3.0612282752990723,2025-05-01 14:27:24.756229
40.3787727355957,1009.49658203125,24.111543655395508,7.976717472076416,-15.737967491149902,-3.9544460773468018,2025-05-01 14:27:54.904697
40.46767044067383,1009.511962890625,24.071767807006836,7.177990436553955,-15.94168758392334,-4.10664176940918,2025-05-01 14:28:25.049742
40.44989013671875,1009.520751953125,23.741331100463867,6.663206100463867,-16.105159759521484,-5.457993030548096,2025-05-01 14:28:55.185582
