temp,pres,hum,red,green,blue,clear,yaw,pitch,roll,mag_x,mag_y,mag_z,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,datetime
33.4560000385418,993.349504495289,30.08670541588176,0.0,0.0,0.0,0.0,14.639967598248015,359.8872609874023,66.51760271737855,43.39042130433992,13.333503044874597,17.511626810149682,0.01842170063342527,0.0324519984424114,0.0131148502413723,0.002548835824917656,0.0014583042745231,-0.0006398366079150782,2025-02-10 05:02:35.928000
33.71191116264562,993.3891470574671,30.62196208986546,0.0,0.0,0.0,0.0,13.793314735894668,359.8926035844186,68.17609206934733,44.09089171928808,12.753445126929734,16.660345970054525,0.01867885628792023,0.03353714392435827,0.013158858575738553,0.0005975040753297363,0.002866142332863744,-0.0010996475469548393,2025-02-10 05:03:06.040000
33.9416765612374,993.372491126625,30.210514087156096,0.0,0.0,0.0,0.0,13.00155290974454,359.89302981106914,67.994808876093,43.98507941481729,12.591702386120561,15.824796191638834,0.018619755607901918,0.03417967398839971,0.013344243057982623,0.0041816174614272205,0.002601496194197839,-0.0020136111798547676,2025-02-10 05:03:36.176000
34.157101166503054,993.4532753333685,29.707363249658567,0.0,0.0,0.0,0.0,11.538064507326093,359.88531580184207,68.87641264717769,44.01468788812646,11.888266374227767,14.13811923847259,0.019661038537480326,0.03350521863416357,0.012995819483599312,0.0024029152163854775,0.0008129669120736905,-0.0009787644444576968,2025-02-10 05:04:06.231000
34.10890211713403,993.4521375657315,30.007143510618267,0.0,0.0,0.0,0.0,11.238141635795175,359.8924924576091,70.65445750987014,44.496932933616286,11.741916893622136,13.399552027264598,0.018349347662957694,0.03259867511825459,0.011565325768275903,0.0010315291923079604,0.0020913908830899257,0.00027242505403127335,2025-02-10 05:04:36.378000
34.20895174919636,993.4364450076976,29.735502030298605,0.0,0.0,0.0,0.0,9.412000314507791,359.8939394837403,67.58038453435908,44.225908612428086,11.235993476191883,12.388645776889392,0.018922773722491463,0.032940000295639,0.01349465297861868,0.0012249737021508451,0.0014459352296956386,-0.0005407430958186284,2025-02-10 05:05:06.498000
34.24576279764095,993.417061131968,29.786008966656635,0.0,0.0,0.0,0.0,7.995742920689171,359.8912268181714,69.25475641783942,44.739446584336484,11.526403976555372,11.053910497057624,0.0185193467083713,0.03435553819866308,0.013029768806206224,0.0035911341768206555,0.0037847048408839743,-0.0016805494056750469,2025-02-10 05:05:36.594000
34.42241287231445,993.4578422714158,30.129880169197506,0.0,0.0,0.0,0.0,6.816328451998499,359.898472761022,68.54290161447554,44.38633196193371,11.33168089903059,10.018680405849967,0.017667511578439737,0.035621268687423074,0.014201072750998104,-0.00045630605421602275,0.0009413680586571493,-0.00041587237068113755,2025-02-10 05:06:06.658000
34.3761550347557,993.4409429920465,30.109929826596357,0.0,0.0,0.0,0.0,6.177086854497728,359.89610411279585,68.36017642558109,44.405489856507145,10.688410950436154,9.329363738634589,0.017790387853588656,0.034203221413417126,0.013577555920966997,0.00557201715904704,-0.000737374313692751,0.00104927645018368,2025-02-10 05:06:36.797000
34.725994331493034,993.4440560384079,30.012434739306755,0.0,0.0,0.0,0.0,5.674925586127842,359.89696658317683,70.96525388261118,44.26842399277992,10.38757822003012,8.011793520995283,0.017699944753547404,0.03491189137915755,0.012239782158784261,0.0026735374534511197,0.0020645372238939867,-0.0004378007210976121,2025-02-10 05:07:06.907000
34.84909581052454,993.4620431278814,29.64058298727736,0.0,0.0,0.0,0.0,3.897121431713812,359.89234629575986,70.81395637280504,45.11242269928785,10.289688142963058,6.67504364584111,0.018476826053123663,0.03382413037014018,0.011602347469499105,0.0014313690876243956,0.0016580995566829277,-0.0007998240856758496,2025-02-10 05:07:37.004000
34.73209043443096,993.4681996445659,30.47312968463259,0.0,0.0,0.0,0.0,4.285661163661695,359.89107372108583,72.05133484537636,44.988921799671914,10.620727648663713,6.8982237871115615,0.01864287289032258,0.03421102808746616,0.01107887303629438,0.002115169297822351,0.0028226735450138127,-0.0004773892936530211,2025-02-10 05:08:07.132000
34.9024772644043,993.4523672092566,28.956715785118238,0.0,0.0,0.0,0.0,0.7217196399170407,359.89188830102404,70.28216457757479,44.53898843033072,10.380250697407975,4.223256753379703,0.018366989089050444,0.0341009955978679,0.012406512076492059,0.001371738782604736,0.0017534322821520835,-0.0013586541649795582,2025-02-10 05:08:37.224000
34.97231865802337,993.4590661086188,27.416111018097915,0.0,0.0,0.0,0.0,0.13611480242179766,359.8895772057649,70.71144125678411,44.30170896163221,9.774112910546066,3.4231494258275883,0.018933384686356344,0.03454938549483733,0.012054614339228598,0.0012383153319585824,-4.096352122428745e-06,-0.0006579483777474323,2025-02-10 05:09:07.276000
35.0625,993.4526996317306,29.35845185002205,0.0,0.0,0.0,0.0,356.76677129311827,359.89528211841997,69.17153554368494,44.45705034714407,10.350463226544992,1.148338093890139,0.017980902779184356,0.03438528967123618,0.012857032557870431,0.0022923943989353835,0.00030150223018706444,-0.0008365467942113521,2025-02-10 05:09:37.337000
35.193321750049584,993.4413777599736,30.232400082116175,0.0,0.0,0.0,0.0,356.9969830448673,359.89627268962005,73.05072645334864,44.68843444507333,9.170231162572499,0.24843118707954487,0.01796458373567997,0.034971316830715735,0.010809267299487408,0.001292598607352706,0.003194759688938974,-0.0008280555342503032,2025-02-10 05:10:07.436000
